"BmpId","BmpShortName","BmpFullName","BmpCategoryId","BmpDetails","ParentBmpId","ParentBmpFullName","BmpGroupId","BmpTypeId"
272,mtt17,Manure Compost Static Pile Windrow High CN,3,"Manure is composted using natural aeration. The C:N is > 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
273,mtt18,Manure Compost Static Pile Windrow Low CN,3,"Manure is composted using natural aeration. The C:N is < 100. Report units of dry tons and location where the manure is generated as ""county from"" and the location where the MTT product is applied as ""county to"".",256,,85,6
274,mtt19,Manure Treatment Direct Monitor,3,Any manure treatment system that has monitoring data to determine the nitrogen load eliminated from the primary manure stream. Report units of both dry tons and pounds of TN.,256,,85,6
275,wetlandrestorefloodplain,Wetland Restoration - Floodplain,1,"Re-establish wetlands in a floodplain by manipulation of the physical, chemical, or biological characteristics of a site with the goal of returning natural/historic functions to a former wetland. Changes acres from existing land use to the wetland land use. Enter unit of total acres or percent of acres.",275,Wetland Restoration - Floodplain,60,1
276,wetlandrestoreheadwater,Wetland Restoration - Headwater,1,"Re-establish wetlands in a headwater area by manipulation of the physical, chemical, or biological characteristics of a site with the goal of returning natural/historic functions to a former wetland. Changes acres from existing land use to the wetland land use. Enter unit of total acres or percent of acres.",276,Wetland Restoration - Headwater,87,1
277,wetlandcreatefloodplain,Wetland Creation - Floodplain,1,"Establish or create wetlands in a floodplain by manipulation of the physical, chemical, or biological characteristics to develop a wetland where one did not previously exist. Changes acres from existing land use to the wetland land use. Enter unit of total acres or percent of acres.",277,Wetland Creation - Floodplain,88,1
278,wetlandcreateheadwater,Wetland Creation - Headwater,1,"Establish or create wetlands in a headwater area by manipulation of the physical, chemical, or biological characteristics to develop a wetland where one did not previously exist. Changes acres from existing land use to the wetland land use. Enter unit of total acres or percent of acres.",278,Wetland Creation - Headwater,89,1
279,wetlandenhance,Wetland Enhancement,1,"Enhance wetlands by manipulation of the physical, chemical, or biological characteristics of a site with the goal of heightening, intensifying or improving functions of a wetland. Provides a load reduction to the acres draining to the wetland. Enter unit of total acres or percent of acres enhanced.",279,Wetland Enhancement,90,1
280,wetlandrehabilitate,Wetland Rehabilitation,1,"Rehabilitate wetlands by manipulation of the physical, chemical, or biological characteristics of a site with the goal of returning natural/historic functions to a degraded wetland. Provides a load reduction to the acres draining to the wetland. Enter unit of total acres or percent of acres rehabilitated.",280,Wetland Rehabilitation,90,1
281,grassbuffexcleffn,Grass Buffer-Streamside with Exclusion Fencing Nitrogen Upland Acres,1,Upland area credited with a nitrogen load reduction as part of conversion of streamside pasture to open space and prevents livestock from entering the stream.  Acres of the upland area credited are determined by the acres entered as a land use change.,281,Grass Buffer-Streamside with Exclusion Fencing Nitrogen Upland Acres,22,3
282,grassbufferseffn,Grass Buffer Nitrogen Upland Acres,1,Upland area credited with a nitrogen load reduction as part of grass buffer installation.  Acres of the upland area credited are determined by the acres entered as a land use change.,282,Grass Buffer Nitrogen Upland Acres,22,3
283,forestbuffexcleffn,Forest Buffer-Streamside with Exclusion Fencing Nitrogen Upland Acres,1,Upland area credited with a nitrogen load reduction as part of conversion of streamside pasture to forest and prevents livestock from entering the stream.  Acres of the upland area credited are determined by the acres entered as a land use change.,283,Forest Buffer-Streamside with Exclusion Fencing Nitrogen Upland Acres,22,3
284,forestbufferseffn,Forest Buffer Nitrogen Upland Acres,1,Upland area credited with a nitrogen load reduction as part of conversion of forest buffer installation.  Acres of the upland area credited are determined by the acres entered as a land use change.,284,Forest Buffer Nitrogen Upland Acres,22,3
285,forestbufferseffps,Forest Buffer Phosphorus and Sediment Upland Acres,1,Upland area credited with a phosphorus and sediment load reduction as part of conversion of forest buffer installation.  Acres of the upland area credited are determined by the acres entered as a land use change.,285,Forest Buffer Phosphorus and Sediment Upland Acres,23,3
286,forestbufurbaneff,Urban Forest Buffer Upland Acres,1,"Upland area credited with a nitrogen, phosphorus and sediment load reduction as part of conversion of forest buffer installation.  Acres of the upland area credited are determined by the acres entered as a land use change.",286,Urban Forest Buffer Upland Acres,24,3
287,forestbuffexcleffps,Forest Buffer-Streamside with Exclusion Fencing Phosphorus and Sediment Upland Acres,1,Upland area credited with a phosphorus and sediment load reduction as part of conversion of streamside pasture to forest and prevents livestock from entering the stream.  Acres of the upland area credited are determined by the acres entered as a land use change.,287,Forest Buffer-Streamside with Exclusion Fencing Phosphorus and Sediment Upland Acres,23,3
288,grassbufferseffps,Grass Buffer Phosphorus and Sediment Upland Acres,1,Upland area credited with a phosphorus and sediment load reduction as part of grass buffer installation.  Acres of the upland area credited are determined by the acres entered as a land use change.,288,Grass Buffer Phosphorus and Sediment Upland Acres,23,3
289,grassbuffexcleffps,Grass Buffer-Streamside with Exclusion Fencing Phosphorus and Sediment Upland Acres,1,Upland area credited with a phosphorus and sediment load reduction as part of conversion of streamside pasture to open space and prevents livestock from entering the stream.  Acres of the upland area credited are determined by the acres entered as a land use change.,289,Grass Buffer-Streamside with Exclusion Fencing Phosphorus and Sediment Upland Acres,23,3
290,wetlandrestoreeff,Wetland Restoration Upland Acres,1,"Upland area credited with a load reduction as part of the re-establishment of wetlands by manipulation of the physical, chemical, or biological characteristics of a site with the goal of returning natural/historic functions to a former wetland. Acres of the upland area credited are determined by the acres entered as a land use change.",290,Wetland Restoration Upland Acres,22,3
291,wetlandcreateeff,Wetland Creation Upland Acres,1,"Upland area credited with a load reduction as part of the establishment or creation of wetlands by manipulation of the physical, chemical, or biological characteristics to develop a wetland where one did not previously exist.  Acres of the upland area credited are determined by the acres entered as a land use change.",291,Wetland Creation Upland Acres,22,3
292,wetlandenhanceeff,Wetland Enhancement Upland Acres,1,"Upland area credited with a load reduction as part of the enhancement of wetlands by manipulation of the physical, chemical, or biological characteristics of a site with the goal of heightening, intensifying or improving functions of a wetland.  Acres of the upland area credited are determined by the acres entered as a land use change.",292,Wetland Enhancement Upland Acres,22,3
293,wetlandrehabilitateeff,Wetland Rehabilitation Upland Acres,1,"Upland area credited with a load reduction as part of the rehabilitation of wetlands by manipulation of the physical, chemical, or biological characteristics of a site with the goal of returning natural/historic functions to a degraded wetland. Acres of the upland area credited are determined by the acres entered as a land use change.",293,Wetland Rehabilitation Upland Acres,22,3
294,diploidoysters2.25,Diploid Oyster Aquaculture 2.25 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,Oyster Aquaculture,72,4
295,diploidoysters3,Diploid Oyster Aquaculture 3.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
296,diploidoysters4,Diploid Oyster Aquaculture 4.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
297,diploidoysters5,Diploid Oyster Aquaculture 5.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
298,diploidoysters6,Diploid Oyster Aquaculture Greater 6.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
299,triploidoysters2.25,Triploid Oyster Aquaculture 2.25 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
300,triploidoysters3,Triploid Oyster Aquaculture 3.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
301,triploidoysters4,Triploid Oyster Aquaculture 4.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
302,triploidoysters5,Triploid Oyster Aquaculture 5.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
303,triploidoysters6,Triploid Oyster Aquaculture Greater than 6.0 Inches,1,Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition. Use diploid if oyster type is unknown. The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Enter units of number of oysters harvested.,294,,72,4
304,monitoredoysters,Site-Specific Monitored Oyster Aquaculture,1,"Private oyster aquaculture that is on- or off-bottom using hatchery-produced oysters or on-bottom using substrate addition.  The location is the finishing location if moved when shell < 2 inches; otherwise report the initial location. Operators must provide the state with the average tissue dry weight of subsample of 50 oysters per oyster size class category within two seasons that are at least six months apart. These dry tissue estimates can then be multiplied by a default nitrogen content of 8.2% and a default phosphorus content of 0.9%, and averaged to determine the total nutrients reduced by the harvested oysters. Enter units of number of oysters harvested and the pounds of TN and TP.",294,,72,4
305,forestconservpolicyht,Forest Conservation Policy,4,"Organizations and governments proactively conserving forests and wetlands that provide the greatest benefits to wildlife, human safety, and water quality. Example priority areas include riparian zones, shorelines, large contiguous forest tracts, and other high-priority forest conservation areas.",305,Forest Conservation Policy on Historic Trends,1,1
306,forestconservpolicycz,Forest Conservation Policy,4,"Organizations and governments proactively conserving forests and wetlands that provide the greatest benefits to wildlife, human safety, and water quality. Example priority areas include riparian zones, shorelines, large contiguous forest tracts, and other high-priority forest conservation areas.",306,Forest Conservation Policy on Current Zoning,1,1
307,growthmgmtpolicyht,Growth Management Policy,4,"Organizations and governments proactively encouraging growth in areas with supporting infrastructure.  Example priority areas include undeveloped or under-developed areas with adequate existing roads, wastewater, and water supply infrastructure.",307,Growth Management Policy on Historic Trends,1,1
308,growthmgmtpolicycz,Growth Management Policy,4,"Organizations and governments proactively encouraging growth in areas with supporting infrastructure.  Example priority areas include undeveloped or under-developed areas with adequate existing roads, wastewater, and water supply infrastructure.",308,Growth Management Policy on Current Zoning,1,1
309,agconservpolicyht,Agricultural Conservation Policy,4,"Organizations and governments proactively conserving farmland and productive soils.  Example priority areas include agricultural districts, prime farmland, farmland of state importance, floodplains, and other high-priority farmland conservation areas.",309,Agricultural Conservation Policy on Historic Trends,1,1
310,agconservpolicycz,Agricultural Conservation Policy,4,"Organizations and governments proactively conserving farmland and productive soils.  Example priority areas include agricultural districts, prime farmland, farmland of state importance, floodplains, and other high-priority farmland conservation areas.",310,Agricultural Conservation Policy on Current Zoning,1,1
311,MDPolicy,Maryland Policy,4,"Reflects local and state regulations regarding maximum residential densities. Conserves all modeled wetlands, forests within 200 ft riparian buffer zones, forests outside Priority Funding Areas in Tier 2 watersheds, and Priority Preservation Areas. Conserves shorelines, all lands within the 100-year floodplain, and areas subject to a 1-m rise in sea levels by 2100. Simulates rate of forest and farmland conservation based on participation in state programs and land trust activities. Simulates conservation of 50% forest within urban septic areas. Updates sewer service area map based on planned expansions. Updates protected lands and excludes Resource Conservation Areas and Wetlands of Special State Concern from growth.",311,Maryland Policy,1,1
312,DCPolicy,DC Policy,4,Restricts new development to areas where local forecasts indicate stormwater management regulations will be triggered by future development and/or redevelopment activities.,312,DC Policy,1,1
313,DEPolicy,Delaware Policy,4,"Increases urban infill/redevelopment and the proportion of urban vs. rural growth. Conserves riparian zones and large forest tracts. Conserves wetlands, lands within the floodplain, and lands subject to inundation due to sea level rise. Conserves all farmland within designated Agricultural Districts, prime farmlands and farmland of state importance, center-pivot irrigated farmland parcels, and high-value farmland.",313,Delaware Policy,1,1
314,MDActions,Maryland Actions,4,Reflects local and state regulations regarding maximum residential densities. Conserves all modeled wetlands and forests within 200 ft riparian buffer zones and shorelines. Simulates rate of forest and farmland conservation based on participation in state programs and land trust activities. Simulates conservation of 15% forest within urban septic areas. Updates protected lands and excludes Resource Conservation Areas and Wetlands of Special State Concern from growth.,314,Maryland Actions,1,1
315,PAPolicy,Pennsylvania Policy,4,Conserves wetlands and simulates rate of forest and farmland conservation based on participation in state programs and land trust activities.,315,Pennsylvania Policy,1,1
316,VAPolicy,Virginia Policy,4,"Conserves riparian zones, shorelines, wetlands, all large forest tracts, 100-year floodplain, prime farmlands and farmland of state importance, and all designated Agricultural and Forested Districts. Simulates 10% increases in Census Urban Areas and Clusters and Sewer Service Areas.",316,Virginia Policy,1,1
317,WVPolicy,West Virginia Policy,4,Simulates rate of forest conservation and farmland conservation based on public and private efforts. Allocates conservation using Chesapeake Conservation Atlas forest priorities and farmland priorities.,317,West Virginia Policy,1,1
